id	japanese	english	display	references	notes
church.00c79c14	"＊「まよえる　神の子よ。
$xこの教会に　なにを　もとめますか？"	Wandering child of God, what do you seek from this church?			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79c54	"$+Ａボタンを押すと
$+スタートメニューに戻ります。"	"$+Press the A Button
$+to return to the start menu."			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79c88	"＊「$m0よ。
$xそなたは　もう
$xじゅうぶんに強い。"	$m0, you have already grown strong enough.			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79cbc	"＊「$m0よ。
$xあと$d0の経験で
$x次のレベルに　なるじゃろう。"	$m0, you need $d0 more experience points to reach the next level.			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79cfc	"＊「おお　神よ！
$xこの者の　呪われた品を
$x聖なる光にて　ときはなちたまえ！"	O God! Free this soul's cursed belongings with your holy light!			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79d4c	"＊「なんと　寄付をするには　お金が
$xたりないようですな。
$xおお神よ　ゆるしたまえ！
＊「この　お方には無理な　ご寄付を
$xたのんだ　私が
$xまちがっていたようです。"	"It seems you have not enough gold for a donation. O God, forgive me!
I was wrong to ask this soul for a donation beyond their means."			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79df0	＊「ほかに　ご用は　ありますかな？	Is there anything else I can do for you?			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79e14	"＊「教会への寄付は
$xそなたの　気もちしだいじゃ。
$xそれも　また　よかろうて。"	A donation to the church is yours to give freely. Your choice is quite all right.			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79e64	"＊「さすれば　わが教会に
$x$d0ゴールドの　ご寄付を。
$xよろしいですかな？"	Then offer $d0 gold to our church. Shall we proceed?			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79eb0	"＊「しかし　$tどのは
$x呪われた品なぞ　お持ちでは
$xないようじゃぞ。"	But $t, you do not seem to have any cursed belongings.			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79ef8	"$+おつかれさまでした。
$+このまま　電源を　お切りください。
"	"$+Thank you for playing.
$+You may now turn off the power.
"			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79f38	"＊「おお　神よ！
$xこの者に　ひとときの
$x休息を　あたえたまえ！"	O God! Grant this soul a moment of rest!			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c79f7c	"＊「神の声が聞こえます。


＊「$m0よ。
$xそなたは　もう
$xじゅうぶんに強い。
＊「その強さは　ひとびとに
$x語りつがれるであろう。"	"I hear the voice of God.

$m0, you have already grown strong enough.
Your strength will be spoken of for generations."			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a000	"＊「神の声が聞こえます。


＊「$m0よ。
$xあと$d0の経験で
$x次のレベルに　なるじゃろう。"	"I hear the voice of God.

$m0, you need $d0 more experience points to reach the next level."			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a058	"＊「では　お気をつけて。
$x神のご加護の　あらんことを。"	Take care, then. May God watch over you.			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a090	"＊「なんと　記録しないで
$x休むと　申されるか……。

＊「では　そなたの冒険が
$x前の記録まで　もどっても
$xよろしいのじゃな？"	"What? You wish to rest without saving...?

Your adventure will return to the point where you last saved. Is that truly what you want?"			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a110	"＊「記録しないと申されるか。
$xそれも　また　よろしかろう。

＊「まだ　冒険を
$x続けられる　おつもりか？"	"You do not wish to save? That is quite all right.

Do you intend to continue your adventure?"			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a17c	"＊「たしかに　記録しましたぞ。
$xまだ　冒険を　続けられる
$xおつもりか？"	Your adventure has been saved. Do you intend to continue?			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a1c8	"＊「むむ？　どうしたことか！？
$x記録に　失敗したようじゃ。
$xもういちど　記録してみるかね？"	Hmm? What has gone wrong?! It seems the save failed. Will you try saving again?			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a228	"＊「では　神の前に
$xこれまでの　おこないを
$x告白なさい。
＊「そして　冒険の書に
$x記録しても　よろしいかな？"	"Then confess your deeds before God.
May I record them in your Adventure Log?"		adventure_log	Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
church.00c7a2a0	"＊「たのもしき　神のしもべよ。
$xわが教会に　どんな　ご用じゃな？"	Faithful servant of God, what can our church do for you?			Independently translated from the pinned Japanese church-service table. Priest/book/voice variants remain distinct. Generic God is not assigned another game's deity identity. English wrapping removes Japanese indentation; substitutions and center commands are preserved.
