id	family	row	field	japanese	full_english	display	glossary_references	wording_status	notes
companion.dialogue.054.07	dialogue	54	7	$m0「おや？<CR>$xいつの間にか　レベルが<CR>$x上がっちまったようだな。	"$m0: ""Oh? Looks like my level went up without me noticing."""		enemy.morphean_mushroom	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.00	dialogue	55	0	$m0「おいらの毒は<CR>$xそんじょそこらの　毒とは<CR>$xわけが　ちがうぞ！	"$m0: ""My poison's nothing like your run-of-the-mill stuff!"""		enemy.mushroom_mage	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.01	dialogue	55	1	$m0「おいら<CR>$xあんたの役に　立てるかな？<CR>$x立てると　いいなあ。	"$m0: ""Think I can be of any use to you? I hope so."""		enemy.mushroom_mage	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.02	dialogue	55	2	$m0「いっけねえ。<CR>$xおいら　けっこう　敵に<CR>$xやられてんじゃん！	"$m0: ""Whoops! I've taken quite a beating from those enemies!"""		enemy.mushroom_mage	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.03	dialogue	55	3	$m0「まだ　おいらの<CR>$x体力は　半分はあるから<CR>$x心配しなくて　いいよん。	"$m0: ""I've still got half my HP, so don't worry about me."""		enemy.mushroom_mage,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.04	dialogue	55	4	$m0「おいらが<CR>$xやられたら　ジメジメしたとこに<CR>$x埋めておくれよ……。	"$m0: ""If I get killed, bury me somewhere nice and damp..."""		enemy.mushroom_mage	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.05	dialogue	55	5	$m0「やべえぞ！<CR>$xおいらの体力が　なくなるっ。<CR>$xそれって　メチャやばいっ。	"$m0: ""This is bad! I'm running out of strength! Really, really bad!"""		enemy.mushroom_mage	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.06	dialogue	55	6	$m0「やった！<CR>$xレベルが　上がったよ。<CR>$xあんたも　よろこべ～。	"$m0: ""I did it! My level went up! Come on, be happy for me!"""		enemy.mushroom_mage	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.055.07	dialogue	55	7	$m0「レベルアップ<CR>$xしちゃったもんね～。	"$m0: ""Guess who just levelled up!"""		enemy.mushroom_mage	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.00	dialogue	56	0	$m0「わが　魔法から<CR>$x逃げるすべ　なし……。	"$m0: ""There is no escape from my magic..."""		enemy_legerdeman	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.01	dialogue	56	1	$m0「眠れ　永遠に……。<CR>$x暗き闇の底へ　落ちるがよい。	"$m0: ""Sleep for all eternity... Fall into the depths of darkness."""		enemy_legerdeman	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.02	dialogue	56	2	$m0「わが身に受けた<CR>$xこの苦痛　忘れはせぬ……。	"$m0: ""The pain inflicted upon this body shall not be forgotten..."""		enemy_legerdeman	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.03	dialogue	56	3	$m0「われの体力<CR>$x半分ほどに　減るなり。<CR>$xしかし　わが魔法　おとろえず。	"$m0: ""Half my HP remains. Yet my magic does not wane."""		enemy_legerdeman,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.04	dialogue	56	4	$m0「わが身　死すとも<CR>$xわが　魔道の術は……。	"$m0: ""Though this body perish, my dark arts shall..."""		enemy_legerdeman	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.05	dialogue	56	5	$m0「われの体力<CR>$x残り　わずかなり。<CR>$x最後の魔道　見せてくれよう。	"$m0: ""Little strength remains. Behold my final sorcery."""		enemy_legerdeman	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.06	dialogue	56	6	$m0「わがレベル<CR>$x今　ここに上がるなり。	"$m0: ""Here and now, my level rises."""		enemy_legerdeman	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.056.07	dialogue	56	7	$m0「レベルアップ。<CR>$xわが魔道　さらに極めるなり。	"$m0: ""Level up. My mastery of the dark arts deepens."""		enemy_legerdeman	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.00	dialogue	57	0	$m0「我は　魔道を<CR>$xきわめし者なり……。	"$m0: ""I am one who has mastered the dark arts..."""		enemy_vis_mager	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.01	dialogue	57	1	$m0「我が　魔道<CR>$x主のために　つかうことを<CR>$xちかおう。	"$m0: ""I swear to wield my sorcery in my master's service."""		enemy_vis_mager	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.02	dialogue	57	2	$m0「我が魔道<CR>$x多少のキズでは　おとろえる<CR>$xこと無し……。	"$m0: ""A few wounds cannot diminish my sorcery..."""		enemy_vis_mager	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.03	dialogue	57	3	$m0「我の体力は<CR>$x残り半分なり……だが<CR>$x我が魔道は　おとろえず。	"$m0: ""Half my HP remains... Yet my dark arts do not falter."""		enemy_vis_mager,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.04	dialogue	57	4	$m0「魔道とは<CR>$x死ぬことと　見つけたり……。	"$m0: ""I have found that the way of sorcery lies in death..."""		enemy_vis_mager	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.05	dialogue	57	5	$m0「ここまでか……。<CR>$x我が身　ついえても<CR>$x魔の道は死なず……。	"$m0: ""Is this the end...? Though my body perish, the dark arts shall not die..."""		enemy_vis_mager	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.06	dialogue	57	6	$m0「我が魔道<CR>$xここに　きわまれり……。	"$m0: ""Here, my sorcery reaches perfection..."""		enemy_vis_mager	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.057.07	dialogue	57	7	$m0「レベルアップ。<CR>$x我が魔道のチカラ　ますます<CR>$xさえわたるなり。	"$m0: ""Level up. The power of my dark arts grows ever sharper."""		enemy_vis_mager	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.058.00	dialogue	58	0	$m0「なんだよ。<CR>$xオイラに命令する気か？<CR>$xそんなの　聞かないもんね～。	"$m0: ""What? Going to order me around? Well, I'm not listening!"""		enemy.imp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.058.01	dialogue	58	1	$m0「オイラは<CR>$xこんなに　ちっこいけど<CR>$xこれでもリッパな悪魔なんだぞ！	"$m0: ""I may be tiny, but I'm a proper demon, you know!"""		enemy.imp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.058.02	dialogue	58	2	$m0「ふぇ～ん。<CR>$xみんなが　オイラのこと<CR>$xいじめるよう～。	"$m0: ""Waaah! Everyone's picking on me!"""		enemy.imp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.058.03	dialogue	58	3	$m0「あわわ。<CR>$xなんか　体力が半分くらいしか<CR>$x残ってない　気がするよ！	"$m0: ""Uh-oh! I think I've only got about half my HP left!"""		enemy.imp,hp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
companion.dialogue.058.04	dialogue	58	4	$m0「ひどいや。<CR>$xこのままじゃ　オイラ<CR>$x死んじゃうじゃんか！	"$m0: ""That's so mean! At this rate, I'm going to die!"""		enemy.imp	independent_dialogue_reviewed_series_terms	Independently translated from the pinned Japanese; existing species identities retained. Full wording, measured wrapping, no display abbreviation. Speech quirks and jokes are project adaptations. Preserve all semantic substitutions; replace $x indentation with measured line breaks.
