id	family	japanese	full_english	display	term_ids	evidence	notes
help.001b4ea6	order	バッチリがんばれ	Fight Wisely		help.order.0	https://wikiwiki.jp/dqdic3rd/【バッチリがんばれ】;https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b4eb5	order	いっしょにいてね	Stay with Me		help.order.1	Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b4ec0	order	かってにしてね	Go Your Own Way		help.order.2	Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b4ec9	order	いのちだいじに	Focus on Healing		help.order.3	https://wikiwiki.jp/dqdic3rd/【いのちだいじに】;https://www.nintendo.com/eu/media/downloads/games_8/emanuals/nintendo_3ds_2/dragonquest7/ElectronicManual_Nintendo3DS_DragonQuest7_EN.pdf	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b4ed3	order	ここでまってて	Wait Here		help.order.4	Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b4edd	order	とにかくにげて	Run Away		help.order.5	Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b4ee6	order	とくぎつかうな	No Abilities		help.order.6	Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b4f0c	message	$tは[$m0]の命令を<CR>仲間モンスターに出せるようになった！	$t can now order allies to<LF>[$m0]!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5b1d	message	$m0は 毒を受けずにすんだ。	$m0 avoided the poison.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5b32	message	$m0は このフロアでは毒を受けない。	$m0 is immune to poison<LF>on this floor.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5b4d	message	$m0は 毒を受けて$/120ちからが$d0下がった。	$m0 was poisoned!<LF>Strength fell by $d0.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5b70	message	$m1には毒の効果はなかった。	The poison had no effect on $m1.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5bc1	message	$m0は 分裂できなかった。	$m0 could not split.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5bd5	message	$tの体から 毒が消えさり<CR>ちからが回復した。	$t's poison cleared up,<LF>and Strength was restored.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5bf5	message	$m1の体から　毒が消えさり<CR>下がった攻撃力が治った！	$m1's poison cleared up,<LF>and Attack was restored!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5c20	message	$m0の 毒胞子攻撃！	$m0 releases poisonous spores!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5c32	message	しかし 効果が無かった。	But it had no effect.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5c45	message	$m0の攻撃は外れた。	$m0's attack missed.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5c55	message	なんと$m0は 分裂した！	$m0 split in two!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5c66	message	しかし 吐き出せなかった。	But it could not spit anything out.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5c78	message	$m0は 変な呪文を唱えた！	$m0 casts a strange spell!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5c8c	message	$m1は 体力が回復しなくなった。	$m1 can no longer recover HP.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5ca5	message	$m1は 体力が減っていく。	$m1 is losing HP.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5cba	message	$m1は HPが半減した！	$m1's HP was halved!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5ccc	message	$m1は HPが大幅に減った！	$m1 lost a lot of HP!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5ce2	message	$m0は バシルーラを唱えた！	$m0 casts Bazoom!		series_bazoom	https://dragon-quest.org/wiki/Bazoom	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5cf9	message	$m0は $/163④げんじゅつしの杖を振った！	$m0 waves a Lump mage staff!		combined_item_081	https://dragon-quest.org/w/index.php?title=Lump_mage	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3. The staff-category glyph is expressed by the word staff; the Japanese conditional wrap is replaced by measured English wrapping.
help.001b5d1a	message	$m0は $/163④ドルイドの杖を振った！	$m0 waves a Lump wizard staff!		combined_item_082	https://dragon-quest.org/wiki/Lump_wizard	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3. The staff-category glyph is expressed by the word staff; the Japanese conditional wrap is replaced by measured English wrapping.
help.001b5d3a	message	$i0は ふきとばされた。	$i0 was blown away.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5d4a	message	$m0は ラリホーを唱えた！	$m0 casts Snooze!		series_snooze	https://dragon-quest.org/wiki/Snooze	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5d5f	message	$m1は 速度変化しなかった。	$m1's speed did not change.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5d75	message	$m1は 速度変化しなかった。	$m1's speed did not change.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5d8b	message	$tは 速度変化しなかった。	$t's speed did not change.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5da0	message	$tは 速度変化しなかった。	$t's speed did not change.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5db5	message	$m0は鈍足になった。	$m0 slowed to half speed.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5dc5	message	$m0は普通の速さになった。	$m0 returned to normal speed.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5dd9	message	$m0は倍速１回攻撃になった！	$m0 now moves at double speed,<LF>with one attack per turn!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5df1	message	$m0は倍速２回攻撃になった！	$m0 now moves at double speed,<LF>with two attacks per turn!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e09	message	$tは見えないものが見えるようになった！	$t can now see invisible things!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e23	message	$tの目は普通に戻った。	$t's sight returned to normal.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e36	message	$m1はダメージを受けなかった。	$m1 took no damage.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e4e	message	$m1は 爆発した！	$m1 exploded!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e5c	message	$m1は 爆発で消えた。	$m1 vanished in the explosion.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e6e	message	爆発でアイテムが誘爆した！	The blast set off an item!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e87	message	爆発でワナが誘爆した！	The blast set off a trap!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5e9c	message	爆発で石像が誘爆した！	The blast set off a statue!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5eb1	message	$i0は 不発した。	$i0 failed to explode.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5ecd	message	$tは 自爆した！	$t blew himself up!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5eda	message	$tは 自爆できず 不発した。	$t failed to blow himself up.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5ef1	message	爆発物がシケって<CR>爆発しなくなってしまった！	The explosives became damp<LF>and can no longer explode!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5f21	message	$m2は 爆発した！	$m2 exploded!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5f2f	message	$m2は 爆発せず不発だった！	$m2 failed to explode!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5f47	message	$m1は 正しく$/154ものが見えなくなった！	$m1 can no longer see things<LF>as they really are!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5f65	message	$m1には $/120何も起こらなかった。	Nothing happened to $m1.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5f7f	message	目が見えるようになった。	Sight was restored.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5f91	message	混乱が回復した。	The confusion cleared up.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5fa0	message	正しくものが見えるようになった。	Things look normal again.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5fb6	message	$m0は ホイミを唱えた！	$m0 casts Heal!		spell.heal	https://dragon-quest.org/wiki/Heal	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5fc9	message	$m0は ベホマを唱えた！	$m0 casts Fullheal!		spell.fullheal	https://dragon-quest.org/wiki/Fullheal	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5fdc	message	$m0のしびれ攻撃！	$m0 uses a paralysing attack!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b5feb	message	技は 指輪によって封じられた！	The ring blocked the ability!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b60f8	message	杖の光は 石像によってかき消された！	The statue dispelled the staff's ray!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6112	message	$m1は 目が見えなくなった。	$m1 was blinded.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6127	message	$m1はアイテムが分からなくなった！	$m1 can no longer recognise items!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6142	message	$m0は なめまわした。	$m0 gives a thorough licking.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6150	message	$m0は マホトーンを唱えた！	$m0 casts Fizzle!		spell.fizzle	https://dragon-quest.org/wiki/Fizzle	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6167	message	$m1は 魔法が封じられた！	$m1's magic was sealed!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b617c	message	$m1は すでに魔法は<CR>封じられている。	$m1's magic is already sealed.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6197	message	$m1は 封印された。	$m1 was sealed.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b61a6	message	$m1はすでに封印されている！	$m1 is already sealed!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b61ba	message	$m1は すでに口が使えない。	$m1 already cannot use its mouth.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b61cf	message	$m1は 口が使えなくなった。	$m1 can no longer use its mouth.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b61e4	message	$m1は 封印された！	$m1 was sealed!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b61f3	message	$m1は 変化がなかった！	Nothing changed for $m1!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6206	message	$m0は にらみつけた！	$m0 glares fiercely!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6214	message	$m0は アストロンを唱えた！	$m0 casts Kaclang!		spell.kaclang	https://dragon-quest.org/wiki/Kaclang	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b622b	message	$tは 胃下垂状態だ！	$t has a leaky belly!		core.leaky_belly;torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b623e	message	$tの満腹度が $d0回復した。	$t recovered $d0 Fullness.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6256	message	$tの最大満腹度が $d0になった。	$t's maximum Fullness is now $d0.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6271	message	$tは お腹いっぱいになった。	$t is full.		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6286	message	パンの特別な効果は出なかった。	The bread's special effect failed.			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b629f	message	$tは このフロアでは拾うだけで<CR>アイテムを識別できるようになった！	On this floor, $t can identify<LF>items just by picking them up!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b62d2	message	$tは このフロアでは<CR>眠らないほどに目がぱっちり冴えた！	On this floor, $t is so wide awake<LF>that nothing can put him to sleep!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b62fc	message	$tは このフロアではちからが<CR>減らされないようになった！	On this floor, $t's Strength<LF>cannot be lowered!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6322	message	$tは このフロアではモンスターを<CR>起こさず静かに行動できるようになった！	On this floor, $t can move quietly<LF>without waking monsters!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6359	message	$tは このフロアではお腹を減らさずに<CR>動けるようになった！	On this floor, $t can move<LF>without getting hungry!		torneko;enemy_tipper	https://gamefaqs.gamespot.com/ps/374986-torneko-the-last-hope/faqs/11107;https://dragon-quest.org/wiki/Tipper_Taloon	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6382	message	$m1は ちからが$d0回復した！	$m1 recovered $d0 Strength!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b6398	message	$m1は ちからが全快した！	$m1's Strength was fully restored!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b63ab	message	$m1は ちからが全快した！<CR>ちからの最大値が $d0上がった！	$m1's Strength was fully restored!<LF>Maximum Strength rose by $d0!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b63d8	message	$m1はちからの最大値が $d0上がった！	$m1's maximum Strength<LF>rose by $d0!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
help.001b63f6	message	$m1は 攻撃力が$d0上がった！	$m1's Attack rose by $d0!			Independent Torneko 3 Japanese-source translation	Independent translation from the pinned Japanese. Gameplay mechanics are specific to Torneko 3.
