id	family	row	field	japanese	full_english	display	glossary_references	wording_status	notes
ally.dialogue.002.2	dialogue	2	2	$m0「ボクのベロは<CR>$xこんな　ていどじゃ　まだまだ<CR>$xなめるのを　やめないベロ！	"$m0: ""A little knock like that won't stop this tongue! I'm not licked yet!"""		enemy.frolicker	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.002.3	dialogue	2	3	$m0「むむむ。<CR>$xベロの　のびが　イマイチだな～。<CR>$x体力減ってるからベロ？	"$m0: ""Hmm... My tongue won't stretch very far. Am I running out of strength?"""		enemy.frolicker	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.002.4	dialogue	2	4	$m0「なにを　なめても<CR>$x味が　しないんベロ……。	"$m0: ""Whatever I lick, I can't taste a thing..."""		enemy.frolicker	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.002.5	dialogue	2	5	$m0「うう　ベロが……。<CR>$xボクのベロが　ぜんぜん<CR>$xのびなくなっちゃったベロ……。	"$m0: ""Ugh, my tongue... I can't stretch it at all any more..."""		enemy.frolicker	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.002.6	dialogue	2	6	$m0「あれ？<CR>$xもしかして　ボク　ちょっと<CR>$x強くなったベロ？	"$m0: ""Huh? Did I just get a little stronger?"""		enemy.frolicker	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.002.7	dialogue	2	7	$m0「レベルアップだ！<CR>$xベロも　もっと　のびるように<CR>$xなったベロ？	"$m0: ""Level up! Can I stretch my tongue even further now?"""		enemy.frolicker	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.0	dialogue	3	0	$m0「え？　ああ<CR>$xボク　逃げてないよー<CR>$xちゃんと　戦ってるよ。	"$m0: ""Huh? Oh, I'm not running away! I'm fighting, honest!"""		enemy.liquid_metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.1	dialogue	3	1	$m0「体力マックスの<CR>$xボクのスピードに　キミは<CR>$xついてこれるかな！？	"$m0: ""With my HP full, can you keep up with my speed!?"""		enemy.liquid_metal_slime,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.2	dialogue	3	2	$m0「そろそろ<CR>$xここから　逃げ出そうかな～。	"$m0: ""Maybe it's about time I slipped out of here..."""		enemy.liquid_metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.3	dialogue	3	3	$m0「おっと　体力が<CR>$x減っているとはいえ　このボクが<CR>$x追いつかれるとは……。	"$m0: ""Whoa! Even with my HP down, I never thought anyone would catch up to me..."""		enemy.liquid_metal_slime,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.4	dialogue	3	4	$m0「もう　逃げる！<CR>$xすぐ逃げる！　今から逃げる！！	"$m0: ""I'm running away! Right away! Starting NOW!"""		enemy.liquid_metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.5	dialogue	3	5	$m0「ダメだ……。<CR>$x体力がないから　ジマンの逃げ足が<CR>$xにぶっているみたい……。	"$m0: ""Oh no... I'm so weak, even my famous getaway speed is suffering..."""		enemy.liquid_metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.6	dialogue	3	6	$m0「レベルが<CR>$x上がったから　もうちょっと<CR>$x逃げないで　戦おうかな～。	"$m0: ""Since I've levelled up, maybe I'll stay and fight a little longer..."""		enemy.liquid_metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.003.7	dialogue	3	7	$m0「ふふふ　さらに<CR>$xスピードアップだよ！	"$m0: ""Heh heh! Now I'm even faster!"""		enemy.liquid_metal_slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.0	dialogue	4	0	$m0「オレに　さわると<CR>$x毒を食らうぜ　気をつけな！	"$m0: ""Watch it! Touch me and you'll get poisoned!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.1	dialogue	4	1	$m0「毒って　いいよな。<CR>$x楽して　相手を弱くして<CR>$xやれるからな。	"$m0: ""Poison's great, isn't it? You can weaken your enemies without lifting a finger."""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.2	dialogue	4	2	$m0「こんな　くずれた<CR>$x身体だけど　これ以上<CR>$xくずれちゃ　こまるんだよ！	"$m0: ""My body's already a mess, but I can't have it falling apart any more!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.3	dialogue	4	3	$m0「みんな　キライだ！<CR>$xオレの体力を　半分に<CR>$xしちまいやがったからな！	"$m0: ""I hate everyone! They've gone and cut my HP in half!"""		enemy.slime,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.4	dialogue	4	4	$m0「なんだよ。<CR>$xオレって　やっぱり<CR>$xきらわれ者だったって　わけか？	"$m0: ""What? So nobody likes me after all, is that it?"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.5	dialogue	4	5	$m0「体力が　もう<CR>$x少しも　残ってない……。<CR>$xグレてやる～！	"$m0: ""I've got hardly any strength left... Now I'm really going to be nasty!"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.6	dialogue	4	6	$m0「レベル？<CR>$xべつに　そんなもん上がっても<CR>$xたいして　うれしくないや。	"$m0: ""My level? Going up a level doesn't make me all that happy."""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.004.7	dialogue	4	7	$m0「ははん。<CR>$xオレの　レベルアップが<CR>$xうらやましいのか？	"$m0: ""Hah! Jealous that I've levelled up, are you?"""		enemy.slime	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.0	dialogue	5	0	$m0「オラは<CR>$x寒いところが　好きなんだな。	"$m0: ""I like cold places, I do."""		enemy.powie_yowie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.1	dialogue	5	1	$m0「なにか　オラに<CR>$x用でも　あるのかな？<CR>$xないなら　ほっといてほしいんだな。	"$m0: ""Did you want something? If not, I'd like to be left alone, I would."""		enemy.powie_yowie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.2	dialogue	5	2	$m0「いたた……。<CR>$xちょっと　ケガしたんだな。	"$m0: ""Ow... I've got a bit hurt, I have."""		enemy.powie_yowie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.3	dialogue	5	3	$m0「オラの体力が<CR>$xもう　半分くらいになって<CR>$xしまったんだな。	"$m0: ""I've only got about half my HP left, I have."""		enemy.powie_yowie,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.4	dialogue	5	4	$m0「オラ　もう<CR>$x死んじゃうかも　知れないんだな。	"$m0: ""I might be about to die, I might."""		enemy.powie_yowie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.5	dialogue	5	5	$m0「オラの体力が<CR>$xもう　ぜんぜん残ってないんだな。	"$m0: ""I've got hardly any strength left, I haven't."""		enemy.powie_yowie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.6	dialogue	5	6	$m0「オラ<CR>$xレベルアップ　したんだな。	"$m0: ""I've gone up a level, I have."""		enemy.powie_yowie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.005.7	dialogue	5	7	$m0「オラ　すこし<CR>$x強くなったんだな。	"$m0: ""I've got a little stronger, I have."""		enemy.powie_yowie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.0	dialogue	6	0	$m0「もふーん。<CR>$xばおばおばお。	"$m0: ""Muffoo! Bao, bao, bao!"""		enemy.sasquash	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.1	dialogue	6	1	$m0「ばお？	"$m0: ""Bao?"""		enemy.sasquash	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.2	dialogue	6	2	$m0「いたいいたい。<CR>$xでも　まだ平気　もふーん。	"$m0: ""Owie, owie! But I'm still all right. Muffoo!"""		enemy.sasquash	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.3	dialogue	6	3	$m0「もふーん。<CR>$x体力が　半分に減ってるもふーん。	"$m0: ""Muffoo! My HP's gone down to half. Muffoo!"""		enemy.sasquash,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.4	dialogue	6	4	$m0「うぎいいい。<CR>$xもうダメ　もふーん。	"$m0: ""Ugggh! Can't go on. Muffoo..."""		enemy.sasquash	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.5	dialogue	6	5	$m0「体力が<CR>$xなくなりそう……　もふもふ。	"$m0: ""I'm running out of strength... Muff, muff..."""		enemy.sasquash	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.6	dialogue	6	6	$m0「もふーん。<CR>$xレベル上がったよん。	"$m0: ""Muffoo! My level went up!"""		enemy.sasquash	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.006.7	dialogue	6	7	$m0「レベルアップで<CR>$xもふもふーん。	"$m0: ""Level up! Muff-muffoo!"""		enemy.sasquash	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.0	dialogue	7	0	$m0「にぎにぎ。	"$m0: ""Clench, clench."""		enemy.muddy_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.1	dialogue	7	1	$m0「地面の下……。<CR>$xうでの先……　気になる？	"$m0: ""Under the ground... Beyond my wrist... Curious?"""		enemy.muddy_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.2	dialogue	7	2	$m0「ゆびが……。<CR>$xゆびが　いたいー。	"$m0: ""My fingers... My fingers hurt..."""		enemy.muddy_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.3	dialogue	7	3	$m0「残りの体力が<CR>$x半分くらいなんで　よろしく。	"$m0: ""I've only got about half my HP, so go easy on me."""		enemy.muddy_hand,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.4	dialogue	7	4	$m0「うでが……。<CR>$xうでが　いたいー！	"$m0: ""My arm... My arm hurts!"""		enemy.muddy_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.5	dialogue	7	5	$m0「残りの体力が<CR>$xそろそろ　なくなりそうなので<CR>$xあの世で　よろしく。	"$m0: ""I'm nearly out of strength. See you on the other side."""		enemy.muddy_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.6	dialogue	7	6	$m0「レベル上がっても<CR>$xゆびが増えたり　うでが　はえたり<CR>$xしないんで　よろしく。	"$m0: ""Levelling up won't give me more fingers or another arm, you know."""		enemy.muddy_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.007.7	dialogue	7	7	$m0「ぶい！	"$m0: ""V for victory!"""		enemy.muddy_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.0	dialogue	8	0	$m0「血が好き……。	"$m0: ""I like blood..."""		enemy.bloody_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.1	dialogue	8	1	$m0「赤が好き……。	"$m0: ""I like red..."""		enemy.bloody_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.2	dialogue	8	2	$m0「血が……。<CR>$x足りない……。	"$m0: ""Blood... Not enough..."""		enemy.bloody_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.3	dialogue	8	3	$m0「体力が……。<CR>$x半分に……。	"$m0: ""My HP... Down to half..."""		enemy.bloody_hand,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.4	dialogue	8	4	$m0「血……。<CR>$x血をくれないと　死ぬ……。	"$m0: ""Blood... Give me blood or I'll die..."""		enemy.bloody_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.5	dialogue	8	5	$m0「体力が……。<CR>$xもうない……。	"$m0: ""My strength... Almost gone..."""		enemy.bloody_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.6	dialogue	8	6	$m0「レベルアップ。<CR>$xもっと　血がほしい……。	"$m0: ""Level up. I want more blood..."""		enemy.bloody_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.008.7	dialogue	8	7	$m0「レベルアップ。<CR>$xちょっと　チカラが<CR>$xみなぎった……かも。	"$m0: ""Level up. I feel a little stronger... Maybe."""		enemy.bloody_hand	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.0	dialogue	9	0	$m0「わしゃあ<CR>$xトシ寄りじゃが　魔法は<CR>$x得意なんよ。	"$m0: ""I may be old, but I know a thing or two about magic."""		enemy_hermit_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.1	dialogue	9	1	$m0「ほっほっほ。<CR>$xトシ寄りと思って　あまく<CR>$x見るでないぞ。	"$m0: ""Ho ho ho! Don't underestimate me just because I'm old!"""		enemy_hermit_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.2	dialogue	9	2	$m0「トシ寄りには<CR>$xちと　つらいのう……。	"$m0: ""This is a little hard on an old fellow..."""		enemy_hermit_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.3	dialogue	9	3	$m0「体力半分に<CR>$xなってしもうた。<CR>$xトシ寄りは　いたわらにゃあ……。	"$m0: ""My HP's down to half. You ought to take better care of your elders..."""		enemy_hermit_pixie,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.4	dialogue	9	4	$m0「ぜえぜえ……。<CR>$xトシ寄りに　こんな無理を<CR>$xさせるとはのう……。	"$m0: ""Wheeze... Making an old fellow work this hard..."""		enemy_hermit_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.5	dialogue	9	5	$m0「わしゃあ<CR>$xもうダメじゃ。<CR>$xおむかえは　近いのかのう。	"$m0: ""I'm done for. Is my time nearly up?"""		enemy_hermit_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.6	dialogue	9	6	$m0「このトシになると<CR>$xレベルなんぞ　上がっても<CR>$xうれしく　ないわい。	"$m0: ""At my age, going up a level is nothing to get excited about."""		enemy_hermit_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.009.7	dialogue	9	7	$m0「ほっほほ。<CR>$xレベルが上がりよったわ。	"$m0: ""Ho ho ho! I've gone up a level!"""		enemy_hermit_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.010.0	dialogue	10	0	$m0「ハエだからといって<CR>$xバカにするでないぞ。<CR>$xこう見えても　わしゃあ……。	"$m0: ""Don't look down on me just because I'm a fly! I'll have you know, I'm..."""		enemy_goblin_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.010.1	dialogue	10	1	$m0「わしゃあ<CR>$xチカラはないが　その分は<CR>$x魔法で　がんばるぞい！	"$m0: ""I may not be strong, but I'll make up for it with my magic!"""		enemy_goblin_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.010.2	dialogue	10	2	$m0「うーむ。<CR>$xやはり　わしには<CR>$x戦いは　ムリかのう。	"$m0: ""Hmm... Perhaps I'm not cut out for battle after all."""		enemy_goblin_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.010.3	dialogue	10	3	$m0「むう……。<CR>$x体力が　半分になってしもうた。	"$m0: ""Hmm... My HP's gone down to half."""		enemy_goblin_pixie,hp	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.010.4	dialogue	10	4	$m0「おお……。<CR>$xそろそろ　おむかえが<CR>$x来そうじゃわい……。	"$m0: ""Oh... I think my time may be coming..."""		enemy_goblin_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
ally.dialogue.010.5	dialogue	10	5	$m0「ひいい。<CR>$xこのままでは　わしゃあ<CR>$x天国行きじゃあああ！	"$m0: ""Eeeek! At this rate, I'll be off to heaven!"""		enemy_goblin_pixie	independent_dialogue_existing_glossary	Independent translation from the pinned Japanese. Full eight-response set for this species; existing glossary names retained. Voice and sound effects are project dialogue choices. $x indentation replaced by measured English pages.
